Gender,FINAL STUDENT WEIGHT,National Centre 6-digit Code,Out-of-School Study Time - Homework,Out-of-School Study Time - With Parent,Out-of-School Study Time - Computer,OECD country,No of ALL <class period> a week,Student-Teacher Relation - Get Along with Teachers,Mother<Highest Schooling>,Father<Highest Schooling>,Truancy - Late for School,Truancy - Skip whole school day,Truancy - Skip classes within school day,father Highest Schooling
Male,13.5923,Belgium,3.0,0.0,1.0,OECD,34.0,,She did not complete <ISCED level 1> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,119.4109,Argentina,2.0,0.0,2.0,Non-OECD,17.0,Disagree,<ISCED level 3A> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Male,30.0865,Spain,30.0,5.0,1.0,OECD,35.0,,<ISCED level 3A> ,<ISCED level 3A> ,Five or more times  ,None  ,1.0,level 3
Female,30.1422,Brazil ,6.0,2.0,6.0,Non-OECD,15.0,Strongly agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,24.6188,Portugal ,5.0,1.0,1.0,OECD,3.0,,<ISCED level 2> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Female,8.6472,Albania,3.0,1.0,2.0,Non-OECD,29.0,Strongly agree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,1.887,Montenegro ,1.0,0.0,0.0,Non-OECD,33.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,6.294,Albania,,5.0,2.0,Non-OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,7.8107,Canada ,2.0,1.0,0.0,OECD,25.0,,<ISCED level 3A> ,<ISCED level 2> ,One or two times  ,None  ,3.0,level 2
Male,10.9133,Denmark,5.0,1.0,1.0,OECD,32.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,5.9799,Lithuania,30.0,5.0,15.0,Non-OECD,30.0,Agree,,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,8.2578,United Kingdom (excl.Scotland) ,4.0,0.0,1.0,OECD,25.0,,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,22.1035,Italy,8.0,0.0,3.0,OECD,32.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,One or two times  ,1.0,level 2
Male,44.089,Chile,4.0,6.0,10.0,OECD,38.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,1.2286,Slovenia ,1.0,3.0,0.0,OECD,7.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",One or two times  ,None  ,1.0,level 3
Male,18.433,Israel ,3.0,0.0,1.0,OECD,34.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,1.1034,United Arab Emirates ,4.0,4.0,6.0,Non-OECD,35.0,,<ISCED level 2> ,<ISCED level 3A> ,Three or four times  ,None  ,2.0,level 3
Female,94.2336,Brazil ,9.0,0.0,0.0,Non-OECD,20.0,Agree,She did not complete <ISCED level 1> ,<ISCED level 2> ,One or two times  ,None  ,1.0,level 2
Male,16.7707,United Kingdom (Scotland),8.0,0.0,0.0,OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,14.8429,Portugal ,16.0,0.0,0.0,OECD,37.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,499.9579,United States of America ,7.0,4.0,1.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,2.0,level 3
Male,34.3888,United States of America ,10.0,,4.0,Non-OECD,35.0,Strongly agree,,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,9.5118,United Kingdom (excl.Scotland) ,4.0,0.0,2.0,OECD,25.0,Strongly agree,,<ISCED level 3A> ,Three or four times  ,None  ,3.0,level 3
Female,6.8929,Lithuania,15.0,0.0,3.0,Non-OECD,34.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",Five or more times  ,None  ,3.0,level 3
Female,1.0,Qatar,9.0,0.0,1.0,Non-OECD,30.0,Disagree,<ISCED level 2> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,1.0625,Spain,4.0,0.0,1.0,OECD,30.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,10.038,Mexico ,3.0,2.0,0.0,OECD,32.0,,<ISCED level 1> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,1.0625,Iceland,1.0,0.0,0.0,OECD,37.0,Disagree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,142.7697,Germany,12.0,6.0,6.0,OECD,34.0,,<ISCED level 2> ,<ISCED level 3A> ,Three or four times  ,None  ,2.0,level 3
Male,72.1786,Brazil ,1.0,0.0,0.0,Non-OECD,25.0,Strongly agree,<ISCED level 3A> ,<ISCED level 1> ,One or two times  ,One or two times  ,1.0,level 1
Male,1.0,Macao-China,10.0,1.0,0.0,Non-OECD,35.0,,<ISCED level 2> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Female,23.1653,Israel ,1.0,0.0,0.0,OECD,34.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,One or two times  ,3.0,level 3
Male,10.1387,Mexico ,8.0,4.0,0.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,6.1569,Lithuania,4.0,0.0,1.0,Non-OECD,32.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,5.5714,Canada ,1.0,,0.0,OECD,20.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,2.0305,Australia,3.0,2.0,0.0,OECD,30.0,Strongly agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,One or two times  ,1.0,level 3
Male,14.8227,Norway ,5.0,0.0,0.0,OECD,25.0,,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,1.7165,Denmark,2.0,1.0,0.0,OECD,30.0,Agree,<ISCED level 2> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,29.9485,Tunisia,2.0,1.0,30.0,Non-OECD,12.0,,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,65.7647,Viet Nam ,2.0,1.0,1.0,Non-OECD,38.0,,<ISCED level 1> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Female,15.7572,Serbia ,5.0,4.0,5.0,Non-OECD,48.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,3.8892,Italy,15.0,0.0,5.0,OECD,39.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,2.5838,Switzerland,10.0,2.0,1.0,OECD,37.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,1.7334,Italy,3.0,0.0,0.0,OECD,35.0,Strongly agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,12.6062,Finland,1.0,0.0,0.0,OECD,31.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",One or two times  ,None  ,1.0,level 3
Female,41.4841,Kazakhstan ,10.0,10.0,10.0,Non-OECD,15.0,,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,None  ,One or two times  ,2.0,level 3
Female,7.04,United Kingdom (excl.Scotland) ,1.0,0.0,0.0,OECD,35.0,,"<ISCED level 3B, 3C> ",<ISCED level 2> ,None  ,Five or more times  ,1.0,level 2
Female,1.2174,Luxembourg ,2.0,0.0,0.0,OECD,30.0,,<ISCED level 1> ,He did not complete <ISCED level 1> ,None  ,None  ,1.0,less than level 1
Female,32.4203,Mexico ,5.0,0.0,0.0,OECD,19.0,,<ISCED level 1> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,1.4291,Canada ,,0.0,1.0,OECD,25.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,87.1978,Mexico ,6.0,4.0,5.0,OECD,10.0,Agree,She did not complete <ISCED level 1> ,He did not complete <ISCED level 1> ,One or two times  ,One or two times  ,1.0,less than level 1
Male,10.2877,Denmark,2.0,1.0,0.0,OECD,30.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,2.4778,Canada ,1.0,0.0,0.0,OECD,25.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,16.4056,Austria,3.0,0.0,0.0,OECD,37.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,7.3646,Spain,6.0,0.0,6.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,16.7288,Mexico ,14.0,7.0,21.0,OECD,35.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,2.0,level 3
Female,123.6029,Germany,2.0,0.0,0.0,OECD,36.0,,<ISCED level 2> ,<ISCED level 2> ,One or two times  ,None  ,2.0,level 2
Female,251.0648,Brazil ,1.0,1.0,2.0,Non-OECD,12.0,,She did not complete <ISCED level 1> ,He did not complete <ISCED level 1> ,One or two times  ,None  ,1.0,less than level 1
Female,446.7726,Indonesia,4.0,24.0,1.0,Non-OECD,42.0,Agree,<ISCED level 2> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Female,130.5068,Colombia ,,,,Non-OECD,30.0,,<ISCED level 2> ,<ISCED level 2> ,One or two times  ,None  ,1.0,level 2
Male,1.0,Qatar,3.0,4.0,,Non-OECD,6.0,Strongly agree,<ISCED level 2> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,57.7633,Chinese Taipei ,,0.0,0.0,Non-OECD,53.0,Strongly agree,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,None  ,None  ,2.0,level 3
Male,172.4714,Viet Nam ,12.0,0.0,2.0,Non-OECD,30.0,,<ISCED level 1> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Male,3.9107,Australia,2.0,0.0,0.0,OECD,18.0,Agree,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,21.1661,China (Shanghai) ,,0.0,0.0,Non-OECD,44.0,Strongly agree,<ISCED level 2> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,6.1289,Slovenia ,2.0,1.0,0.0,OECD,34.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,38.5427,Chile,2.0,1.0,0.0,OECD,35.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,572.5301,United States of America ,5.0,0.0,0.0,OECD,4.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,186.3055,Turkey ,2.0,0.0,0.0,OECD,40.0,,<ISCED level 1> ,<ISCED level 1> ,None  ,Three or four times  ,1.0,level 1
Female,5.9697,Australia,2.0,0.0,0.0,OECD,24.0,Agree,<ISCED level 2> ,<ISCED level 2> ,None  ,Five or more times  ,1.0,level 2
Male,150.242,France ,3.0,0.0,0.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,21.7486,Colombia ,,,,Non-OECD,36.0,,<ISCED level 3A> ,<ISCED level 2> ,One or two times  ,None  ,2.0,level 2
Male,39.9634,Chile,4.0,0.0,2.0,OECD,46.0,,<ISCED level 3A> ,<ISCED level 3A> ,Five or more times  ,None  ,1.0,level 3
Male,8.0738,Netherlands,9.0,5.0,0.0,OECD,31.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,70.8622,Netherlands,10.0,4.0,0.0,OECD,23.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,7.4851,Uruguay,6.0,2.0,0.0,Non-OECD,40.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,2.0,level 3
Female,3.1522,Spain,4.0,0.0,0.0,OECD,30.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,14.3012,Hong Kong-China,3.0,0.0,1.0,Non-OECD,43.0,,<ISCED level 1> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,9.2978,Greece ,,10.0,7.0,OECD,32.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,9.7408,Brazil ,8.0,9.0,,Non-OECD,25.0,,She did not complete <ISCED level 1> ,<ISCED level 1> ,One or two times  ,None  ,1.0,level 1
Female,18.3803,Australia,12.0,0.0,2.0,OECD,35.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,One or two times  ,1.0,level 3
Female,226.3818,Viet Nam ,4.0,0.0,0.0,Non-OECD,40.0,,<ISCED level 2> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,131.4768,France ,8.0,1.0,2.0,OECD,15.0,Agree,<ISCED level 2> ,"<ISCED level 3B, 3C> ",One or two times  ,None  ,2.0,level 3
Male,11.2005,Chile,1.0,2.0,1.0,OECD,42.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,122.2698,Germany,3.0,6.0,1.0,OECD,39.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,2.0,level 3
Male,9.2911,Bulgaria ,14.0,4.0,7.0,Non-OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,Three or four times  ,None  ,1.0,level 3
Male,4.0379,Albania,5.0,1.0,3.0,Non-OECD,32.0,Agree,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,31.5812,Mexico ,2.0,0.0,0.0,OECD,10.0,Agree,<ISCED level 1> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Female,5.9799,Lithuania,19.0,0.0,4.0,Non-OECD,31.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,58.1753,Chinese Taipei ,1.0,0.0,0.0,Non-OECD,26.0,,<ISCED level 2> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,21.3222,Denmark,6.0,2.0,1.0,OECD,30.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,1.0182,Qatar,5.0,0.0,1.0,Non-OECD,30.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,One or two times  ,1.0,level 3
Female,482.0526,Indonesia,3.0,3.0,,Non-OECD,6.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,13.9623,Mexico ,10.0,,10.0,OECD,29.0,Strongly agree,<ISCED level 2> ,<ISCED level 2> ,,,1.0,level 2
Female,97.9376,Colombia ,5.0,1.0,2.0,Non-OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,9.8593,Ireland,10.0,2.0,2.0,OECD,45.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,7.4034,Jordan ,1.0,,,Non-OECD,35.0,Strongly disagree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,1.3619,United Arab Emirates ,13.0,1.0,3.0,Non-OECD,35.0,Strongly agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,152.6484,Thailand ,3.0,0.0,1.0,Non-OECD,35.0,,<ISCED level 1> ,He did not complete <ISCED level 1> ,One or two times  ,One or two times  ,2.0,less than level 1
Female,39.8984,Netherlands,4.0,1.0,0.0,OECD,29.0,Disagree,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,1.0,Macao-China,7.0,0.0,1.0,Non-OECD,41.0,,"<ISCED level 3B, 3C> ",<ISCED level 2> ,One or two times  ,None  ,1.0,level 2
Male,176.5993,Turkey ,14.0,0.0,2.0,OECD,29.0,Strongly agree,<ISCED level 2> ,<ISCED level 3A> ,None  ,One or two times  ,1.0,level 3
Female,34.0834,Tunisia,4.0,2.0,3.0,Non-OECD,31.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,102.0286,Brazil ,1.0,1.0,1.0,Non-OECD,25.0,Agree,<ISCED level 1> ,He did not complete <ISCED level 1> ,None  ,None  ,2.0,less than level 1
Male,30.8597,Mexico ,,,,OECD,40.0,Strongly agree,<ISCED level 1> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,13.6568,Belgium,5.0,0.0,0.0,OECD,33.0,Agree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,31.4258,Romania,26.0,0.0,9.0,Non-OECD,30.0,Strongly agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,1.0047,Qatar,,5.0,2.0,Non-OECD,35.0,Agree,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,1.0811,Macao-China,2.0,1.0,2.0,Non-OECD,40.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Male,6.2325,Spain,3.0,0.0,0.0,OECD,30.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,2.4677,Estonia,5.0,1.0,1.0,OECD,32.0,,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",One or two times  ,Five or more times  ,4.0,level 3
Female,33.6199,Chinese Taipei ,7.0,5.0,0.0,Non-OECD,40.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,20.1325,Bulgaria ,1.0,1.0,,Non-OECD,35.0,Strongly agree,"<ISCED level 3B, 3C> ",<ISCED level 2> ,Three or four times  ,One or two times  ,2.0,level 2
Female,36.5076,Mexico ,7.0,1.0,2.0,OECD,28.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,2.0,level 3
Female,5.0714,Albania,5.0,3.0,1.0,Non-OECD,29.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,7.807,Croatia,6.0,0.0,2.0,Non-OECD,32.0,Disagree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,120.7371,Colombia ,2.0,,,Non-OECD,12.0,,<ISCED level 3A> ,He did not complete <ISCED level 1> ,None  ,None  ,1.0,less than level 1
Male,118.0705,Republic of Korea,2.0,0.0,0.0,OECD,42.0,,<ISCED level 2> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,5.4382,Canada ,5.0,3.0,0.0,OECD,25.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,Five or more times  ,One or two times  ,3.0,level 3
Female,23.5163,Mexico ,8.0,1.0,3.0,OECD,7.0,,She did not complete <ISCED level 1> ,<ISCED level 2> ,One or two times  ,Five or more times  ,1.0,level 2
Male,49.6544,Republic of Korea,0.0,0.0,0.0,OECD,49.0,,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,16.2793,United Kingdom (Scotland),4.0,1.0,0.0,OECD,40.0,,<ISCED level 2> ,<ISCED level 2> ,One or two times  ,One or two times  ,1.0,level 2
Male,1.15,United Arab Emirates ,3.0,6.0,0.0,Non-OECD,35.0,Disagree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,2.0,level 3
Male,198.0265,Viet Nam ,8.0,0.0,0.0,Non-OECD,31.0,Strongly agree,She did not complete <ISCED level 1> ,He did not complete <ISCED level 1> ,One or two times  ,One or two times  ,2.0,less than level 1
Female,27.212,Canada ,4.0,1.0,2.0,OECD,20.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,4.5629,Canada ,4.0,2.0,0.0,OECD,25.0,Strongly disagree,<ISCED level 3A> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Female,6.2254,Spain,16.0,0.0,0.0,OECD,30.0,,<ISCED level 1> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,12.8114,Slovak Republic,1.0,0.0,1.0,OECD,33.0,Agree,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,379.8738,Indonesia,2.0,1.0,,Non-OECD,8.0,Agree,<ISCED level 1> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Female,13.4609,Portugal ,3.0,0.0,0.0,OECD,35.0,Agree,<ISCED level 1> ,<ISCED level 1> ,One or two times  ,None  ,1.0,level 1
Female,8.4075,United Kingdom (excl.Scotland) ,12.0,0.0,6.0,OECD,40.0,Agree,"<ISCED level 3B, 3C> ",<ISCED level 1> ,None  ,One or two times  ,1.0,level 1
Female,13.566,Mexico ,5.0,3.0,4.0,OECD,25.0,,<ISCED level 1> ,<ISCED level 1> ,None  ,None  ,1.0,level 1
Male,6.75,Finland,0.0,0.0,0.0,OECD,30.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,14.812,United Kingdom (Scotland),4.0,2.0,1.0,OECD,35.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",Three or four times  ,None  ,1.0,level 3
Female,19.3408,United Kingdom (Scotland),9.0,2.0,1.0,OECD,33.0,,<ISCED level 2> ,<ISCED level 3A> ,Five or more times  ,One or two times  ,2.0,level 3
Female,7.7429,Singapore,14.0,0.0,0.0,Non-OECD,43.0,,<ISCED level 3A> ,<ISCED level 3A> ,Five or more times  ,None  ,1.0,level 3
Female,6.6051,Italy,6.0,,3.0,OECD,32.0,Agree,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,2.0,level 2
Female,63.4754,Brazil ,4.0,4.0,5.0,Non-OECD,25.0,Disagree,She did not complete <ISCED level 1> ,He did not complete <ISCED level 1> ,None  ,None  ,1.0,less than level 1
Male,20.5628,Italy,5.0,3.0,1.0,OECD,32.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,53.6597,Brazil ,18.0,0.0,0.0,Non-OECD,30.0,Strongly agree,"<ISCED level 3B, 3C> ",<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,23.6804,Australia,7.0,0.0,0.0,OECD,20.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,8.1513,Croatia,10.0,0.0,3.0,Non-OECD,33.0,Strongly agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Female,9.3658,Denmark,6.0,1.0,0.0,OECD,33.0,Agree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,71.3323,Poland ,7.0,4.0,3.0,OECD,32.0,Disagree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,3.6655,Italy,2.0,0.0,2.0,OECD,25.0,Disagree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,One or two times  ,2.0,level 3
Male,23.5525,Canada ,3.0,0.0,0.0,OECD,39.0,Strongly agree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Male,38.6226,Colombia ,2.0,4.0,4.0,Non-OECD,14.0,,<ISCED level 3A> ,<ISCED level 3A> ,Three or four times  ,None  ,1.0,level 3
Female,6.2286,Australia,2.0,2.0,4.0,OECD,48.0,Disagree,<ISCED level 2> ,<ISCED level 2> ,None  ,One or two times  ,1.0,level 2
Female,202.4334,Viet Nam ,14.0,2.0,4.0,Non-OECD,28.0,Agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,13.3058,Norway ,4.0,1.0,2.0,OECD,22.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,12.2477,Brazil ,5.0,1.0,6.0,Non-OECD,5.0,,<ISCED level 3A> ,<ISCED level 1> ,One or two times  ,One or two times  ,1.0,level 1
Male,15.3976,Colombia ,6.0,,,Non-OECD,30.0,Agree,<ISCED level 1> ,<ISCED level 3A> ,None  ,One or two times  ,1.0,level 3
Female,47.7126,Mexico ,5.0,1.0,5.0,OECD,30.0,,<ISCED level 2> ,<ISCED level 2> ,One or two times  ,None  ,1.0,level 2
Female,19.0555,Switzerland,4.0,2.0,2.0,OECD,32.0,Agree,<ISCED level 2> ,<ISCED level 2> ,One or two times  ,None  ,1.0,level 2
Male,1.0513,Luxembourg ,3.0,0.0,0.0,OECD,30.0,Disagree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,563.4677,Indonesia,2.0,3.0,1.0,Non-OECD,9.0,,<ISCED level 3A> ,<ISCED level 3A> ,Three or four times  ,One or two times  ,2.0,level 3
Female,27.9364,Portugal ,,0.0,0.0,OECD,18.0,,<ISCED level 2> ,<ISCED level 2> ,None  ,None  ,1.0,level 2
Male,9.514,United Kingdom (excl.Scotland) ,12.0,0.0,5.0,OECD,54.0,,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,12.0603,Spain,5.0,8.0,0.0,OECD,32.0,Disagree,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,2.0,level 3
Female,141.2015,Republic of Korea,2.0,0.0,0.0,OECD,34.0,Agree,<ISCED level 3A> ,<ISCED level 3A> ,Three or four times  ,None  ,1.0,level 3
Female,16.8862,China (Shanghai) ,5.0,0.0,0.0,Non-OECD,28.0,,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Male,5.5433,Canada ,3.0,0.0,0.0,OECD,25.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,One or two times  ,1.0,level 3
Male,1.0606,Luxembourg ,1.0,,,OECD,22.0,,<ISCED level 2> ,<ISCED level 1> ,One or two times  ,None  ,1.0,level 1
Female,76.309,Poland ,16.0,0.0,1.0,OECD,34.0,Strongly agree,"<ISCED level 3B, 3C> ","<ISCED level 3B, 3C> ",None  ,None  ,1.0,level 3
Male,116.6623,Brazil ,4.0,6.0,2.0,Non-OECD,25.0,Disagree,<ISCED level 3A> ,<ISCED level 3A> ,None  ,None  ,1.0,level 3
Female,25.681,Mexico ,3.0,0.0,20.0,OECD,40.0,,<ISCED level 2> ,"<ISCED level 3B, 3C> ",One or two times  ,None  ,1.0,level 3
Female,20.776,Hong Kong-China,3.0,0.0,0.0,Non-OECD,42.0,,She did not complete <ISCED level 1> ,He did not complete <ISCED level 1> ,One or two times  ,None  ,1.0,less than level 1
Male,5.9043,Lithuania,15.0,,0.0,Non-OECD,33.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,2.0,level 3
Male,26.6224,Romania,,,,Non-OECD,36.0,Strongly agree,<ISCED level 1> ,<ISCED level 1> ,One or two times  ,None  ,1.0,level 1
Female,7.5391,Chile,10.0,10.0,0.0,OECD,40.0,,<ISCED level 3A> ,<ISCED level 3A> ,One or two times  ,None  ,1.0,level 3
Female,6.5647,Switzerland,5.0,1.0,0.0,OECD,32.0,Disagree,<ISCED level 3A> ,"<ISCED level 3B, 3C> ",None  ,None  ,2.0,level 3
